NOR_MENTAL HEALTH COUNSELORS,NOR_GUN LICENSES,NOR_GUN REGISTRATION,NOR_TOTAL VICTIMS FROM GUN VIOENCE EVENTS,clusterNum,STATE
0.45939390805917046,0.9287897998891512,0.3946282217074374,-0.6967264584816458,12,Alabama
0.1955806858933663,-0.8442864330785578,-0.8313113223648586,-0.6967264584816458,7,Alaska
0.8783824808422329,0.4943087880041218,-0.17003190775030191,0.401168530602119,5,Arizona
0.2585320235347642,0.5961496909286295,0.6801231734785477,0.17003274342658956,12,Arkansas
5.033702650838428,0.881317610425985,2.78152131676523,0.12958398067087196,10,California
1.0999711893399535,-0.18732795701384192,-0.11630246140480635,0.9212240517470602,5,Colorado
1.0477949852510267,-0.331868004359783,-0.33604062098177423,0.4107991884011013,5,Connecticut
0.18236757827534852,-0.9577777746019244,-0.9288541418813906,-0.6967264584816458,7,Delaware
2.285929901926051,1.8711840216259092,2.1422436978708794,1.0945758921287072,11,Florida
0.5219044043383511,2.509633795975689,0.8827548009745678,-0.162224950638234,4,Georgia
0.16457214713997104,-1.026073449146959,-0.8928742137720463,-0.2922388309244693,7,Hawaii
0.2536053853877094,-0.7470655316673909,-0.6990214703620496,-0.6967264584816458,7,Idaho
2.0318111453128607,-0.07656270333996211,-0.49230142146407413,0.31449261041129545,9,Illinois
0.7273348613651488,0.32156090533138715,0.5495120612724615,-0.6967264584816458,12,Indiana
0.5382762009828983,-0.6974507328067332,0.19377693795247636,-0.2922388309244693,3,Iowa
0.40217674365953127,-0.5277158945992206,-0.5282601188984823,0.2856006370143543,5,Kansas
0.6423438822625859,0.895445441140693,-0.2099971368404839,-0.02258041255301638,12,Kentucky
0.5953639440651893,0.2532652307863524,0.009637228325685832,-0.35002277771835166,12,Louisiana
0.46624029574689024,-0.8728099206826606,-0.584712483553226,-0.6967264584816458,7,Maine
0.8597328690123573,-0.48714022913422944,0.14691325598488533,-0.3211308043214105,3,Maryland
2.436550431055886,-0.7408385731059317,-0.8236303674683809,-0.2922388309244693,9,Massachusetts
1.5258514472718077,0.2615008856579594,-0.38657872619006917,-0.20556291073364577,2,Michigan
0.9106989837840784,-0.6592855029139199,-0.24072702233351903,-0.0726598331077163,3,Minnesota
0.3519224461332252,-0.020118337024801185,-0.2876149679296083,0.17003274342658956,5,Mississippi
0.9485676612401618,0.2414139225564788,-0.6837217361171212,-0.23445488413058693,2,Missouri
0.19973591906347693,-0.6974507328067332,-0.8144117051158266,-0.6967264584816458,7,Montana
0.350071721295146,-0.8436838241855134,0.4889834070300117,0.054464849838824846,3,Nebraska
0.18265230517351458,-0.4216567294234021,-0.8733677729362336,5.6980303200413545,13,Nevada
0.21012845084653742,-0.8410725189823209,-0.7808126455528733,-0.6967264584816458,7,New Hampshire
1.2694548754732886,-0.7328037878653396,-0.6078160073139046,-0.6967264584816458,3,New Jersey
0.4453128687316863,-0.5120480633800656,-0.33388722395255443,-0.6967264584816458,3,New Mexico
3.642653571687231,0.5439235868647795,0.040626431348296015,0.021445451670890445,6,New York
1.5396607018328605,1.341175152362552,-0.23555583650982923,-0.041841728150981,2,North Carolina
0.10064604941724395,-0.9579786442329391,-0.18052896002935784,-0.6967264584816458,7,North Dakota
2.0611380158239623,0.7622688757778754,0.6784034888087341,-0.17667093733670458,6,Ohio
0.5229009484819321,0.07870952143448429,-0.32704943014639104,0.5167364241898837,5,Oklahoma
0.871121944938999,-0.21978275025352018,-0.3864938034903253,0.5022904374914131,5,Oregon
5.011335771171384,0.7044184220456108,1.5958416118632344,-0.2633468575275281,10,Pennsylvania
0.3401062798593346,-1.0011656149011228,-0.9305965737029213,-0.6967264584816458,7,Rhode Island
0.3533460806240554,0.6248740481637468,-0.15901925336565814,-0.162224950638234,12,South Carolina
0.10876567509942722,-0.9290534173668068,-0.8226734706194812,-0.6967264584816458,7,South Dakota
0.9984336948144231,0.6019749102280587,-0.0024005643630090378,-0.2777928442259987,2,Tennessee
1.686295054388371,4.17624912450555,3.90655339292822,0.6240494682356678,8,Texas
0.41897563065132765,-0.6759576822881489,-0.3484802800174714,-0.11888699054282223,3,Utah
0.21219501704290383,-0.9652099509494722,2.19583261736799,-0.6967264584816458,14,Vermont
1.7896509184226435,0.33763047581257166,-0.9231537056610827,2.481390615181884,1,Virginia
1.4731324825332517,0.2701382797915962,-0.14455509782713816,-0.2718444967619225,2,Washington
0.422107626531154,-0.4917602306475701,-0.3656877420530749,-0.6967264584816458,3,West Virginia
0.8671357683646743,-0.434311516177335,-0.6940170969842854,-0.24601167348936342,3,Wisconsin
0.10443437501217413,-0.7956759823729744,0.45513564527495126,-0.6967264584816458,3,Wyoming
